,TCF3-PBX1,KMT2A Group,DUX4,PAX5alt,MEF2D,ZNF384 Group,BCL2/MYC,iAMP21,PAX5 P80R,NUTM1,Low hypodiploid,IKZF1 N159Y,HLF,High hyperdiploid,Low hyperdiploid,Near haploid,Ph,Ph-like,ETV6-RUNX1,ETV6-RUNX1-like,Pred
COG_BM_RNA_0002_dragen.quant.genes.sf,0.003,0.015,0.847,0.015,0.003,0.007,0.008,0.019,0.003,0.005,0.003,0.001,0.004,0.044,0.007,0.003,0.008,0.003,0.007,0.002,DUX4
