,TCF3-PBX1,KMT2A Group,DUX4,PAX5alt,MEF2D,ZNF384 Group,BCL2/MYC,iAMP21,PAX5 P80R,NUTM1,Low hypodiploid,IKZF1 N159Y,HLF,High hyperdiploid,Low hyperdiploid,Near haploid,Ph,Ph-like,ETV6-RUNX1,ETV6-RUNX1-like,Pred
COG_BM_RNA_0001_dragen.quant.genes.sf,0.002,0.011,0.898,0.028,0.002,0.007,0.003,0.007,0.002,0.003,0.001,0.001,0.004,0.014,0.004,0.003,0.004,0.002,0.006,0.003,DUX4
