,TCF3-PBX1,KMT2A Group,DUX4,PAX5alt,MEF2D,ZNF384 Group,BCL2/MYC,iAMP21,PAX5 P80R,NUTM1,Low hypodiploid,IKZF1 N159Y,HLF,High hyperdiploid,Low hyperdiploid,Near haploid,Ph,Ph-like,ETV6-RUNX1,ETV6-RUNX1-like,Pred
COG_BM_RNA_0003_dragen.quant.genes.sf,0.002,0.002,0.996,0.018,0.189,0.004,0.012,0.001,0.002,0.004,0.003,0.005,0.002,0.078,0.08,0.001,0.001,0.0,0.007,0.007,DUX4
